Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-MCK-007,KEN-MCK-007,Machakos,Masii - Mwala,1/1/2015,12/31/2022,"A private commercial borehole owner in Masii, Mwala Sub-County abstracted groundwater at a rate that reduced yields in neighbouring community and household wells, triggering disputes over water rights.",Water-Land,Water Borehole Conflict,Mwala Community; Private Borehole Owner; Machakos County Water Department; WRMA,"Masii in Mwala Sub-County is located in a relatively water-stressed part of Machakos County. A commercial borehole established for a private enterprise abstracted groundwater at high volumes, reportedly reducing water yields in adjacent community borehol",WRMA; Community Reports; Machakos County,https://wrma.go.ke,Regulatory; Community Reports,-1.53,37.52,0,0,Administrative Dispute,Partially Resolved,"Masii, Mwala, borehole, groundwater, water rights, WRMA, Machakos, water table",Yes,0.7,Composite entry based on WRMA regional records and county reports.
KEN-MCK-032-B,KEN-MCK-032,Machakos,Mavoko - EPZA Industrial Zone Water Use,1/1/2017,12/31/2024,"EPZA industrial tenants in the Athi River Export Processing Zone required large water volumes, competing with Mavoko Water and Sewerage Company's ability to meet growing residential demand.",Water-Land,Export Processing Zone Water Rights vs Residential Demand,Export Processing Zone Authority (EPZA); Mavoko Water and Sewerage Company; Mavoko Residents; WRMA,"The Export Processing Zone at Athi River in Mavoko hosts a large cluster of manufacturing industries including garment, leather, and food processing factories. These industries abstract water via both EPZA's internal water network (sourced from the Athi",WRMA; EPZA; Mavoko Water and Sewerage Company; Nation Media,https://wrma.go.ke,Regulatory; Government,-1.4659,37.0783,0,Unknown,WRMA Allocation Order,Partially Resolved,"EPZA, Mavoko, Athi River, water abstraction, industrial, residential, WRMA, borehole, water competition",Yes,0.77,Referenced in WRMA allocation records.
KEN-KBU-057,KEN-KBU-057,Kiambu,Kiambu County - Gatundu South - Kahuti River Encroachment,1/1/2015,12/31/2024,"In the Gatundu South-Kahuti River corridor, smallholder farmers' progressive cultivation of riverbank land reduced GAWASCO's dry-season intake capacity by an estimated 20-30% between 2015 and 2024 based on WRMA flow monitoring at the intake point.",Water-Land,Gatundu South - River Bank Cultivation Conflict,Gatundu South Farmers; GAWASCO; WRMA; Kiambu County,"Building on the Kahuti River conflict recorded in KEN-KBU-037, this entry adds the quantitative dimension from WRMA monitoring data. WRMA's dry-season flow measurements at the GAWASCO intake point on the Kahuti River documented declining baseflows from 2",WRMA; GAWASCO; Kenya Parliament,https://wrma.go.ke,Regulatory; Government; Legislative,-1.01,36.97,0,Unknown,WRMA Advisory Enforcement - Ongoing,Ongoing,"Kahuti River, Gatundu South, GAWASCO, WRMA, riverbank cultivation, baseflow decline, 20-30%, Kiambu, 2015-2024",Yes,0.78,WRMA monitoring data and Senate Committee record cited.
KEN-KBU-037,KEN-KBU-037,Kiambu,Gatundu South - Kahuti River,1/1/2015,12/31/2024,"Progressive conversion of Kahuti River riparian zones to agricultural land in Gatundu South, Kiambu County has reduced the river's flow, increased siltation, and created conflicts between farmers who converted the land and the water company dependent on",Water-Land,Kahuti River Encroachment - Agricultural Conversion,Gatundu South Farmers; Gatundu South Water and Sanitation Company; WRMA; Kiambu County,"The Kahuti River in Gatundu South Sub-County, Kiambu County, flows through one of the county's more densely farmed agricultural areas. From 2015, Gatundu South Water and Sanitation Company (GAWASCO) reported declining river flows at its water intake duri",WRMA; GAWASCO; Kiambu County,https://wrma.go.ke,Regulatory; Government,-1.01,36.97,0,Unknown,Administrative - WRMA Advisory Enforcement,Ongoing,"Kahuti River, Gatundu South, riparian, agriculture, GAWASCO, WRMA, siltation, baseflow, Kiambu",Yes,0.74,Referenced in WRMA Kiambu County sub-catchment reports.
KEN-MCK-013,KEN-MCK-013,Machakos,Wote Road - Makueni Border,1/1/2015,12/31/2024,"Water diversion from the Athi River by upstream Machakos County farmers reduced flows to downstream Makueni County farmers, creating inter-county water rights disputes arbitrated by WRMA.",Water-Land,Trans-boundary Water Conflict - Athi River,Machakos Farmers; Makueni Farmers; WRMA Athi Catchment Area Water Resources Users Association,"The Athi River Basin trans-boundary nature creates inherent tension between upstream and downstream water users. In the Machakos-Makueni boundary zone, documented cases show that during dry seasons, upstream Machakos farmers divert river water into irrig",WRMA; GRIN Academic Study; Standard Media,https://www.grin.com/document/110866,Academic; Regulatory,-1.4563,36.9783,0,0,WRMA Arbitration,Partially Resolved - Ongoing,"Athi River, Machakos, Makueni, upstream, downstream, water diversion, WRMA, irrigation, furrows",Yes,0.8,GRIN study directly cited. WRMA records corroborate.
KEN-KBU-023-B,KEN-KBU-023,Kiambu,Kiambu River - Downstream Farmers Petition,6/1/2019,12/31/2023,A group of 15 downstream farmers filed a High Court petition arguing KWSC's increased Kiambu River abstraction during the 2019 drought violated their registered water allocation permits. Eventually resolved through WRMA mediation.,Water-Land,Water Abstraction Rights - High Court Petition,Kiambu River Downstream Farmers (15 individuals); Kiambu Water and Sewerage Company (KWSC); High Court Nairobi; WRMA,"During the 2019 drought, Kiambu Water and Sewerage Company significantly increased abstraction from the Kiambu River to maintain supply to Kiambu town. A group of 15 downstream smallholder farmers who held registered water allocation permits filed a peti",WRMA; High Court Nairobi; Kiambu County,https://wrma.go.ke,Regulatory; Court,-1.1711,36.831,0,0,High Court Petition - WRMA Mediation,Resolved - Mediated Agreement,"Kiambu River, downstream farmers, KWSC, water abstraction, Water Act 2016, WRMA, High Court, allocation certificate",Yes,0.76,Composite based on WRMA mediation records.
KEN-MCK-011,KEN-MCK-011,Machakos,Tala - Kangundo Road,1/1/2016,12/31/2022,"A private individual drilled a deep borehole near Tala, Machakos County, affecting the yield of a community borehole that had served the area for decades. Community-private conflict over water access rights.",Water-Land,Borehole Dispute - Rural Water Access,Tala Community Borehole Association; Private Individual; Kangundo Sub-County Administration,"In Tala town on the Kangundo Road in Machakos County, a community borehole association that managed a shallow borehole serving hundreds of households experienced a dramatic decline in yield after a private individual drilled a deeper commercial borehole",WRMA; Kangundo Sub-County Administration; Nation Media,https://wrma.go.ke,Regulatory; Government,-1.334,37.367,0,0,WRMA Mediation,Partially Resolved,"Tala, borehole, groundwater, community, private, Kangundo, Machakos, water access",Yes,0.71,Composite based on WRMA district records.
KEN-TRK-032,KEN-TRK-032,Turkana,Lodwar - Turkwel River,1/1/2009,12/31/2024,Water release decisions from the Turkwel Gorge Hydroelectric Dam on the Turkwel River in Turkana County created conflicts with downstream pastoralist communities dependent on controlled river flow for water and grazing.,Water-Land,Turkwel Dam Water Release Conflict,KenGen; Downstream Turkana Communities; WRMA; Turkana County Government,The Turkwel Gorge Dam (300 MW) on the Turkwel River in West Pokot/Turkana border is managed by KenGen for hydroelectric power generation. Water release decisions -” particularly during dry periods when releases are reduced for maximum power generation,WRMA; KenGen; Turkana County; Nation Media,https://wrma.go.ke,Regulatory; Government; Print/Online News,3.05,35.38,0,Unknown,WRMA Arbitration,Partially Resolved,"Turkwel Dam, KenGen, downstream, Turkana, river flow, WRMA, water release, pastoralist, drought",Yes,0.8,Referenced in WRMA Turkwel catchment management records.
KEN-KBU-050,KEN-KBU-050,Kiambu,Lari Sub-County - Kirenga - Catchment Governance,12/9/2019,12/31/2024,"Lari Sub-County in Kiambu County, within which the documented Lari Swamp (ELC E009/2023), Githirioni boundary disputes (JR E004/2022), and Kirenga parcels are located, has a systemic pattern of land boundary disputes and water catchment encroachment that",Water-Land,Lari Sub-County Land Governance - Catchment Area Implications,Lari Sub-County Farmers; WRA; Kiambu County; Kenya Forest Service,"Multiple ELC cases and WRMA records from Lari Sub-County, Kiambu, document a systemic pattern of land governance failures that collectively affect the Ruiru River water catchment. Key documented incidents include: (1) The Lari Swamp (244.66 ha) conservat",WRMA; Kenya Law Reports; KFS; Kiambu County,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13720/eng@2024-12-09,Regulatory; Court Record; Government,-1.05,36.7,0,Unknown,Multiple Ongoing Cases,Ongoing - Systemic,"Lari, Kiambu, catchment governance, WRMA, WRA, survey dispute, wetland, Ruiru River, systemic conflict",Yes,0.85,Multiple Kenya Law and WRMA records cited.
KEN-KBU-038,KEN-KBU-038,Kiambu,Kiambu County - Karimenu Dam,1/1/2013,12/31/2024,"Karimenu Dam, a key water source in Kiambu County, faces catchment encroachment from farming activities in the gazetted forest and river zones feeding the reservoir, leading to declining dam levels and conflicts between KWSC, WRMA, and farming communitie",Water-Land,Karimenu Dam Catchment Conflict,Karimenu Water and Sanitation Company; Kiambu County Farmers; WRMA; KFS,"Karimenu Dam in Kiambu County is managed by Karimenu Water and Sanitation Company and supplies water to several Kiambu County communities. From 2013, WRMA water quality and quantity monitoring at the dam's feeder streams documented progressive catchment",WRMA; Kenya Parliament; Karimenu Water; Nation Media,https://www.parliament.go.ke/node/20499,Regulatory; Government; Legislative,-1.02,36.9,0,Unknown,Administrative - WRMA Catchment Programme,Ongoing,"Karimenu Dam, catchment, WRMA, KFS, farming, siltation, Kiambu, water company, Senate 2023",Yes,0.8,Senate committee record and WRMA cited.
KEN-KBU-039,KEN-KBU-039,Kiambu,Kiambu County - Nairobi-Thika Highway Corridor,1/1/2010,12/31/2024,"The rapid development of the Nairobi-Thika highway corridor in Kiambu County drove a surge in unlicensed borehole drilling by private developers and water vendors, causing aquifer water table decline and conflicts between licensed water utilities and unl",Water-Land,Peri-Urban Borehole Proliferation - Aquifer Depletion Conflict,Private Borehole Owners; WRMA; Ruiru-Juja Water; Gatundu Water; NCWSC,"The rapid peri-urban development of the Nairobi-Thika highway corridor in Kiambu County, accelerated by the 2012 highway expansion, drove an explosion of residential and commercial developments that required water. Licensed water companies including Ruir",WRMA; Kenya Parliament; Standard Media,https://www.parliament.go.ke/node/20629,Regulatory; Government,-1.09,37.06,0,Unknown,WRMA Enforcement - Ongoing,Ongoing - Systemic,"Thika Highway, borehole, aquifer, WRMA, Ruiru-Juja, Juja, Kiambu, unlicensed, water table, peri-urban",Yes,0.79,Senate committee and WRMA cited.
KEN-KBU-062,KEN-KBU-062,Kiambu,Kiambu County - Juja - Githurai Water Access Conflict,8/1/2014,12/31/2024,"Juja and Githurai, two of the fastest-growing peri-urban areas in Kiambu County along the Thika Road, experience severe water access conflicts between RJWSC's inadequate piped supply and the proliferating informal borehole vendor ecosystem.",Water-Land,Juja-Githurai Peri-Urban Water Access - Borehole vs RJWSC,Juja-Githurai Residents; Ruiru-Juja Water and Sewerage Company; Private Borehole Vendors; Kiambu County; WRMA,"Juja and Githurai in Juja Sub-County, Kiambu County, represent two of the fastest-growing peri-urban settlements in Kenya. Ruiru-Juja Water and Sewerage Company (RJWSC), flagged by the Senate Committee's August 2023 review as financially challenged, prov",WRMA; Kenya Parliament; Standard Media; Juja Sub-County,https://www.parliament.go.ke/node/20629,Regulatory; Government; Print/Online News,-1.08,37.01,0,Unknown,Administrative - Enforcement Ongoing,Ongoing - Systemic,"Juja, Githurai, RJWSC, borehole, vendor, Kiambu, peri-urban, Ndarugu, water access, unlicensed",Yes,0.8,Senate Committee and WRMA records cited.
KEN-MCK-014,KEN-MCK-014,Machakos,Kangundo - Fourteen Falls,1/1/2015,12/31/2024,"Tourist development at the Fourteen Falls site on the Thika River in the Machakos-Kiambu border area diverts water and restricts community access, creating ongoing water rights and land access conflicts.",Water-Land,Tourism-Community Water Rights Conflict,Fourteen Falls Tourist Operator; Thika River Downstream Communities; WRMA; Kenya Tourism Board,"Fourteen Falls is a major tourist attraction in the Athi-Tana catchment area at the Thika River, situated near the Machakos-Kiambu county boundary. Private tourist operators control access to the falls and adjacent riparian land. From 2015, documented co",WRMA; Kenya Tourism Board; Standard Media,https://standardmedia.co.ke,Regulatory; Government,-1.05,37.08,0,0,Administrative - Community-Tourism Mediation,Ongoing,"Fourteen Falls, Thika River, tourism, community water rights, WRMA, fencing, riparian access, Machakos",Yes,0.73,Referenced in tourism-community conflict literature for Kenya.
KEN-KBU-005,KEN-KBU-005,Kiambu,Githunguri - Gathanga,1/1/2015,12/31/2023,"Rapid growth of dairy farming in Githunguri led to encroachment on stream catchments and pollution of water sources by animal waste, creating conflict between the dairy cooperative and downstream water users.",Water-Land,Water Source Encroachment - Agricultural,Githunguri Dairy Cooperative; Local Farmers; Kiambu Water Authority; WRMA,"Githunguri is home to Fresha - a major dairy cooperative brand - and has Kenya's highest density of dairy cattle. By 2015, documented reports from Kiambu County noted that the proliferation of zero-grazing dairy units had led to significant pollution of",WRMA; Kiambu County Government Reports; Standard Media,https://kiambu.go.ke,County Government; Regulatory,-1.035,36.674,0,0,Administrative Complaints,Ongoing - Partially Addressed,"Githunguri, dairy, water pollution, animal waste, Kiambu, stream encroachment, WRMA, cooperative",Yes,0.73,Referenced in county water quality reports.
KEN-KBU-092,KEN-KBU-092,Kiambu,Kiambu - Thika - Chania - Baricho Irrigation Scheme Water Conflict - Upstream-Downstream,6/10/2004,12/31/2024,"The Baricho irrigation scheme on the Thika-Chania river system creates an upstream-downstream water allocation conflict between irrigation users, the Thika Water and Sewerage Company municipal supply, and NCWSC's downstream intakes -” all drawing from",Water-Land,Baricho Irrigation Scheme - Thika-Chania Water Allocation Conflict - Upstream vs Downstream Users,Baricho Irrigation Scheme Operators; Thika Water and Sewerage Company; NCWSC; Murang'a Water Abstractions; WRMA; Tana Water Services Board,"The Baricho irrigation scheme in the Thika-Chania river corridor involves multiple competing water users on the same river system. The Thika River, originating in the Aberdare ranges, is shared between: agricultural irrigation at Baricho (upstream); muni",WRMA; Kiambu County PCRA; Machakos County,https://maarifa.cog.go.ke/sites/default/files/2024-06/PCRA%20Improved%20Version_Kiambu_06.10.2023.pdf,Regulatory; Government,-1.0395,37.0854,0,Unknown,Active - Allocation Conflict,Ongoing - Structural,"Baricho, irrigation, Thika River, Chania, upstream downstream, water allocation, WRMA, Thika Water, NCWSC, drought 2022",Yes,0.83,Kiambu PCRA and WRMA cited.
KEN-KBU-008,KEN-KBU-008,Kiambu,Kiambu Town - Kiambu River,1/1/2014,12/31/2022,Kiambu town's water supply infrastructure abstracting water from the Kiambu River conflicted with downstream farmers and landowners who contested the prioritization of urban water supply over agricultural needs.,Water-Land,Municipal Water Abstraction Conflict,Kiambu County Water Department; Private Land Owners; Downstream Farming Communities; WRMA,"As Kiambu town grew rapidly following the creation of Kiambu County in 2013, the county water department increased abstraction from the Kiambu River to meet urban demand. Downstream farmers, particularly in the Kiambu-Ruiru boundary area, reported reduce",WRMA; Kiambu County Water Department; Standard Media,https://wrma.go.ke,Regulatory; County Government,-1.1711,36.831,0,0,WRMA Review - Allocation Plan,Partially Resolved,"Kiambu River, water abstraction, urban supply, farming, WRMA, allocation, Kiambu County",Yes,0.74,Referenced in WRMA basin water allocation reports.
KEN-KBU-010,KEN-KBU-010,Kiambu,Karuri - Ndumberi,1/1/2018,12/31/2023,"Proliferation of unlicensed boreholes in Ndumberi area of Kiambu depleted groundwater levels, creating conflict between dairy farmers dependent on shallow wells and commercial borehole operators selling water.",Water-Land,Borehole Water Rights Conflict,Ndumberi Dairy Farmers; Private Borehole Operators; Kiambu County; WRMA,"The Ndumberi area of Kiambu County, known for its high density of dairy farming, saw rapid proliferation of commercial boreholes from 2015-2020. Many were drilled without WRMA permits. By 2018-2023, documented cases showed declining water levels in shall",WRMA; Kiambu County; Nation Media,https://wrma.go.ke,Regulatory; Government,-1.12,36.79,0,0,WRMA Enforcement - Borehole Sealing,Partially Resolved,"Ndumberi, borehole, groundwater, dairy farming, Kiambu, WRMA, over-abstraction, water table",Yes,0.75,Referenced in WRMA groundwater management records.
KEN-KBU-027,KEN-KBU-027,Kiambu,Kiambu - Kamiti Maximum Prison Corridor,1/1/2014,12/31/2022,Kenya Prisons Service's Kamiti Maximum Security Prison abstracting large water volumes from local boreholes in Kiambu created water access conflicts with surrounding communities experiencing water shortage.,Water-Land,Prison Facility Water Conflict,Kamiti Prison; Surrounding Community; Kiambu County Water; WRMA,"Kamiti Maximum Security Prison in Kiambu County maintains a large internal population requiring significant water. From 2014, surrounding community members reported that the prison's extensive borehole system drew down local groundwater, affecting commun",WRMA; Kiambu County; Nation Media,https://wrma.go.ke,Regulatory; County Government,-1.21,36.925,0,0,WRMA Enforcement,Partially Resolved,"Kamiti Prison, borehole, groundwater, community water, Kiambu, WRMA, institutional water user, abstraction",Yes,0.7,Referenced in WRMA institutional water use enforcement records.
KEN-KBU-016,KEN-KBU-016,Kiambu,Ruiru - Kamiti River,1/1/2017,12/31/2023,"A developer in Ruiru modified the course of the Kamiti River to accommodate a real estate development, causing downstream flooding and triggering complaints from residents and WRMA.",Water-Land,River Channel Modification Conflict,Developer; Ruiru Residents; Kiambu County; WRMA,"In 2017, a real estate developer in Ruiru, Kiambu County, applied for and received questionable county approval to modify the course of the Kamiti River, which was redirected through an engineered channel to allow maximum utilization of the land parcel.",WRMA; Kiambu County; Standard Media,https://wrma.go.ke,Regulatory; Government,-1.12,37,0,200+,WRMA Enforcement - Restoration Order,Partially Resolved,"Kamiti River, Ruiru, river modification, developer, flooding, WRMA, Kiambu, channel, real estate",Yes,0.77,WRMA records referenced.
KEN-KBU-025,KEN-KBU-025,Kiambu,Lari - Kirenga Area,1/1/2016,12/31/2023,"A tea factory in Lari sub-county abstracted river water for tea processing at volumes that reduced domestic water availability for surrounding small farmers and households, triggering WRMA complaints.",Water-Land,Tea Estate Water Access Conflict,Kirenga Small Farmers; Lari Tea Factory; WRMA; Kiambu County,The Lari area of Kiambu County hosts multiple tea factories that process tea leaves from surrounding smallholder and large-scale farms. One factory's water abstraction from a local stream for processing operations was reported by surrounding communities,WRMA; Kiambu County; Standard Media,https://wrma.go.ke,Regulatory; County Government,-0.88,36.77,0,0,WRMA Enforcement Notice,Partially Resolved,"Lari, tea factory, water abstraction, stream flow, WRMA, Kiambu, domestic water, processing",Yes,0.73,Referenced in WRMA tea zone enforcement records.
KEN-KBU-033,KEN-KBU-033,Kiambu,Kiambu - Juja Farm Area,1/1/2014,12/31/2022,Large farm operations in the Juja Farm area of Kiambu County diverted water from streams into farm irrigation systems at volumes reducing downstream flows to smallholders and Juja town community water points.,Water-Land,Large Farm Water Diversion Conflict,Juja Farm Operators; Small Holders; Juja Town Community; WRMA,Juja Farm area in Kiambu County supports large-scale horticultural and dairy farming. Stream diversions for farm irrigation on the large farms reduced flows downstream to small farmers and the Juja town community water kiosks from 2014. Community groups,WRMA; Kiambu County; Standard Media,https://wrma.go.ke,Regulatory; County Government; Print/Online News,-1.1,37.04,0,0,WRMA Enforcement - Mediation,Partially Resolved,"Juja Farm, water diversion, irrigation, WRMA, smallholder, Kiambu, stream flow, large farm",Yes,0.73,Referenced in WRMA Athi Basin abstraction enforcement records.
KEN-KBU-034,KEN-KBU-034,Kiambu,Gatundu South - Githunguri River,1/1/2017,12/31/2023,"Farmers in Gatundu South Sub-County cultivated crops up to and on the banks of the Githunguri River, causing erosion, siltation of downstream water intakes, and disputes with downstream water users.",Water-Land,River Bank Farming Conflict,Gatundu South Farmers; Kiambu County Land Administration; WRMA; Neighbouring Communities,"In Gatundu South Sub-County of Kiambu County, smallholder farmers cultivated crops on the banks and in some cases within the channel of the Githunguri River during dry seasons. This practice caused significant bank erosion and siltation downstream. Downs",WRMA; Kiambu County; Standard Media,https://wrma.go.ke,Regulatory; County Government; Print/Online News,-1,36.92,0,0,WRMA Buffer Zone Notice,Partially Resolved,"Gatundu South, Githunguri River, river bank, farming, erosion, WRMA, buffer zone, siltation, Kiambu",Yes,0.73,Referenced in WRMA Tana catchment records.
KEN-KBU-017,KEN-KBU-017,Kiambu,Banana Hill - Kiambu,1/1/2017,12/31/2022,"Kiambu Water and Sewerage Company's inadequate supply to Banana Hill area created a private water vending ecosystem that exploited water scarcity. Conflicts over water pricing, quality, and vendor licensing intensified.",Water-Land,Community Water Project Conflict,Banana Hill Community; Kiambu Water and Sewerage Company; Private Water Vendors,"Banana Hill and surrounding areas of central Kiambu County receive inadequate piped water supply from Kiambu Water and Sewerage Company. From 2017, private water vendors with boreholes exploited the supply gap, selling water at multiples of the official",WRMA; Kiambu Water and Sewerage Company; Nation Media,https://wrma.go.ke,Regulatory; Government,-1.06,36.81,0,0,Administrative - WRMA Licensing Review,Ongoing,"Banana Hill, Kiambu, water vendor, borehole, unlicensed, water access, equity, Kiambu Water",Yes,0.71,Composite based on WRMA and county water utility records.
KEN-MCK-042,KEN-MCK-042,Machakos,Athi River - Mavoko Municipal Water Shortage,1/1/2019,12/31/2024,"The rapid population and industrial growth of Mavoko Sub-County has outpaced the Mavoko Water and Sewerage Company's capacity to supply water, creating chronic shortages and fuelling illegal water abstraction that further destabilises the Athi River's fl",Water-Land,Municipal Water Shortage - Competing Abstractions,Mavoko Water and Sewerage Company; Athi River Residents; Industries; EPZA; WRMA,"Mavoko in Machakos County experienced dramatic population growth from 2010 to 2024 as a peri-urban area proximate to Nairobi. The Mavoko Water and Sewerage Company's infrastructure was designed for a much smaller population and industrial base. By 2019,",WRMA; Mavoko Water; Machakos County; Standard Media,https://standardmedia.co.ke,Regulatory; Government; Print/Online News,-1.4659,37.0783,0,Unknown,WRMA Allocation Review,Ongoing - Systemic,"Mavoko, water shortage, MAWASCO, borehole, illegal abstraction, WRMA, Machakos, peri-urban, trucking",Yes,0.77,Composite based on WRMA records and sub-county administration reports.
KEN-MCK-026,KEN-MCK-026,Machakos,Athi River - Mlolongo,1/1/2016,12/31/2024,"Inadequate piped water supply in rapidly growing Mlolongo, Machakos County created a dominant private water tanker ecosystem. Conflicts arose over tanker water pricing, borehole licensing, and impact on community groundwater.",Water-Land,Urban Water Supply - Private Tanker Conflict,Mlolongo Residents; Mavoko Water and Sewerage Company; Private Water Tanker Operators; WRMA,"Mlolongo, located along the Nairobi-Mombasa highway in Machakos County, experienced rapid population growth from 2010, driven by proximity to Nairobi and industrial development. The Mavoko Water and Sewerage Company was unable to extend piped water suppl",WRMA; Mavoko Water; Standard Media,https://wrma.go.ke,Regulatory; Government; Print/Online News,-1.468,36.99,0,0,WRMA Licensing Enforcement,Ongoing,"Mlolongo, water tanker, borehole, Mavoko, Athi River, WRMA, unlicensed, water access, Machakos",Yes,0.78,Composite based on WRMA and water utility records for Mavoko.
KEN-KBU-029,KEN-KBU-029,Kiambu,Ruiru - Githurai - Kiambu Road Borehole Belt,1/1/2015,12/31/2024,"Rapid apartment construction along Kiambu Road from Githurai to Ruiru drove extensive borehole drilling that collectively depleted the shared aquifer, creating community water access conflicts.",Water-Land,Groundwater Over-Abstraction - Urban Expansion,Real Estate Developers; Community Borehole Users; WRMA; Nairobi City Water,"The Kiambu Road corridor from Githurai 44 to Ruiru has been one of Nairobi's fastest-growing residential corridors. Each new apartment block typically drills its own borehole, creating a dense cluster of abstraction points tapping the same aquifer. WRMA",WRMA; Mongabay; Nation Media,https://news.mongabay.com/2023/04/drying-wetlands-and-drought-threaten-water-supplies-in-kenyas-kiambu-county/,Regulatory; Investigative Journalism; Print/Online News,-1.15,36.92,0,Unknown,WRMA Groundwater Audit,Ongoing - Regulation Attempted,"Githurai, Ruiru, Kiambu Road, borehole, aquifer, over-abstraction, WRMA, real estate, urban expansion, groundwater",Yes,0.83,Mongabay cited. WRMA groundwater data corroborates.
KEN-NBI-052-B,KEN-NBI-052,Nairobi,Pangani,1/1/2021,12/31/2024,"Severe water shortage in Pangani triggered conflicts between landlords drilling unlicensed boreholes for apartment buildings and NCWSC, which reported reduced flows partially attributable to private borehole competition drawing down the shared aquifer.",Water-Land,Unlicensed Borehole - Groundwater Depletion Conflict,Pangani Estate Tenants; Landlords; NCWSC; WRMA,"From 2021, NCWSC reported deteriorating pressure and flow in Pangani's water supply pipes, partly attributable to widespread private borehole drilling by landlords seeking to supplement inadequate public supply. WRMA investigated and found numerous unlic",WRMA; NCWSC; Standard Media,https://wrma.go.ke,Regulatory; Government; Print/Online News,-1.268,36.849,0,Unknown,WRMA Enforcement - Borehole Sealing,Ongoing,"Pangani, borehole, NCWSC, landlord, tenant, water shortage, WRMA, groundwater, apartment, Nairobi",Yes,0.73,Composite based on WRMA enforcement records and NCWSC supply data.
KEN-MCK-023,KEN-MCK-023,Machakos,Kangundo - Athi River Floodplain,1/1/2018,12/31/2024,Communities practicing flood-recession agriculture on the Athi River floodplain in Kangundo contested restrictions imposed after government water management plans attempted to regulate floodplain use.,Water-Land,Flood-Recession Agriculture Conflict,Kangundo Farmers; Athi River Basin Authority; WRMA; Machakos County Government,"The Athi River floodplain in Kangundo Sub-County of Machakos supports flood-recession agriculture -” a traditional practice where communities plant crops as floodwater recedes. This practice has sustained communities for generations. From 2018, governm",WRMA; NLC; Nation Media,https://wrma.go.ke,Regulatory; Government; Print/Online News,-1.28,37.35,0,0,WRMA Restriction Order,Ongoing - Contested,"Kangundo, Athi River, floodplain, flood-recession agriculture, WRMA, traditional rights, Machakos",Yes,0.75,Referenced in WRMA Athi Basin records.
KEN-KBU-002,KEN-KBU-002,Kiambu,Ruiru - Ruiru Dam Catchment,1/1/2010,12/31/2024,"Rapid real estate development in Ruiru encroached on the catchment area and riparian reserve of Ruiru Dam, which supplies water to parts of Nairobi. WRMA repeatedly flagged the illegal developments threatening water supply.",Water-Land,Water Catchment Encroachment,Ruiru Dam Authority; Kiambu County Government; Real Estate Developers; WRMA; Nairobi City Water,"Ruiru Dam, located in Kiambu County, is one of the key water supply reservoirs for Nairobi. From 2010, rapid urbanization in Ruiru led to large-scale real estate developments that encroached on the dam's water catchment area and the riparian reserves of",WRMA; Nairobi City Water and Sewerage Company; Nation Media,https://waterservices.go.ke,Regulatory; Print/Online News,-1.1453,36.9612,0,Unknown,Administrative - Multiple Enforcement Notices,Ongoing,"Ruiru Dam, catchment, encroachment, WRMA, real estate, water supply, Kiambu, Nairobi water",Yes,0.83,Well-documented in WRMA reports and media coverage.
KEN-KBU-003,KEN-KBU-003,Kiambu,Kikuyu - Gitaru,1/1/2012,12/31/2020,"KenGen's Gitaru Hydroelectric Power Station on the Tana River in Kiambu/Murang'a border area diverts significant water volumes, reducing flow for downstream agricultural water users. Farmers contested water allocation orders.",Water-Land,Water Diversion Conflict,Gitaru Water Users; Kenya Electricity Generating Company (KenGen); Small-Scale Farmers,"KenGen's Gitaru Power Station, located on the Tana River near Gitaru in the boundary zone of Kiambu and Murang'a, is part of Kenya's largest hydroelectric cascade. Water diversion for power generation has been a source of conflict with smallholder farmer",WRMA; Nation Media; Kenya National Farmers Federation,https://wrma.go.ke,Regulatory; NGO Reports,-1.162,36.912,0,Unknown,Administrative Dispute - WRMA Adjudication,Partially Resolved,"Gitaru, KenGen, hydroelectric, water diversion, Tana River, farmers, irrigation, water rights, Kiambu",Yes,0.75,Referenced in water rights allocation studies for Tana basin.
KEN-KBU-009,KEN-KBU-009,Kiambu,Juja - Tatu City Area,1/1/2018,12/31/2024,"The development of Tatu City special economic zone in Juja, Kiambu, one of Africa's largest new cities, raised concerns about water abstraction rights and impacts on the Athi River system and local water users.",Water-Land,Large-Scale Development Water Rights,Tatu City Developer (Rendeavour); Juja Water Users; WRMA; Kiambu County; Community Groups,"Tatu City, developed by Rendeavour, is a large planned urban development in Juja, Kiambu County, covering approximately 5,000 acres. The project's water requirements are substantial, requiring either deep borehole drilling or extraction from the Athi Riv",WRMA; Nation Media; Kiambu County,https://kiambu.go.ke,Regulatory; County Government,-1.1,37.01,0,0,Administrative - Water Permit Review,Ongoing,"Tatu City, Juja, Rendeavour, water abstraction, Athi River, WRMA, mega-development, Kiambu",Yes,0.75,Referenced in Kiambu County environmental and land use reports.
